,insert_BST_mean,insert_BST_std ,insert_map_mean,insert_map_std,copy_BTS_mean,copy_BTS_std,copy_map_mean,copy_map_std,find_BST_mean,find_BST_std,find_map_mean,find_map_std,modify_BST_mean,modify_BST_std,modify_map_mean,modify_map_std,erase_BST_mean,erase_BST_std,erase_map_std
0,958.963,900.111171817681,1578.745,1369.5047980839643,314.192,95.73268582882231,1143.758,846.5428101614233,780.312,1544.4613852913258,463.04,459.40104527525887,1049.57,2495.9597683256025,361.649,501.97238151017837,1001.749,339.62693355945765,907.224
1,443.767,883.9943476691465,314.858,628.187027752086,367.933,644.4252016417413,280.035,649.9985552099317,404.064,1467.378201386405,234.711,136.2956619962645,375.328,669.7222770790893,238.192,278.4492110529317,671.086,1133.305432177928,480.808
2,315.941,613.7273348311933,281.892,70.59198492746889,1523.042,1891.0452411922881,330.474,37.56675823118092,329.417,1038.1140260640946,263.058,891.1327906861028,389.074,1132.1004516048918,226.893,436.9654191706706,783.865,1610.9877742475257,412.807
3,305.03,204.44439121678047,347.688,1229.02998444139,674.357,908.4635752472417,443.247,641.6091193172057,308.923,779.59653736468,206.55,26.008835037348344,416.746,1287.6824334765147,241.332,798.9738217088218,1290.111,3087.0056006879868,389.667
4,372.038,1181.1943923656265,366.847,2189.018767299858,827.227,1336.5153906599821,454.534,391.55176266235856,312.559,902.5171613432063,219.377,478.09554784687157,325.908,76.71665748714547,204.218,27.082364667805514,1671.287,3623.9688360457794,378.63
5,359.542,1065.3312706552833,293.109,61.52026592107679,953.933,1318.257435598601,552.886,618.580503252406,274.883,438.77097820047265,202.511,25.52057756007884,445.932,2328.3417179134176,230.356,133.10895260650216,956.938,2224.7620614699467,383.603
6,314.895,438.8188190757089,283.232,47.79272095204458,1058.09,1336.472204686652,584.055,80.16208564527243,353.845,1355.110391434957,221.829,608.7419714123546,340.425,627.6819245246744,203.068,26.120018682994868,1192.834,2717.5295491390716,404.187
7,367.245,981.4553443611172,297.4,59.73262090348944,1126.194,525.756346955508,691.594,505.5642918205363,270.81,83.93898915283651,202.446,27.461301571484174,392.163,1069.723514012382,214.499,88.26948509536014,813.442,1894.5097589181228,378.499
8,308.853,46.47097363946656,325.191,449.9998116877384,1352.518,1355.4489122338769,943.065,1380.9344780890224,359.193,1548.3983905155035,216.061,490.33792559723526,326.004,435.33205944887635,236.486,721.2161394505806,1174.184,3066.5282604508957,374.762
9,316.816,46.20891844655099,448.299,1355.5846073185548,1539.967,1565.39498527081,1152.388,2799.54573626794,324.042,1101.2109817087735,214.077,430.92434262988684,357.953,898.9702913839807,198.342,25.091692569454146,1267.303,3064.010127462212,371.849
10,318.155,51.44316256802259,846.126,3215.357218121184,1580.501,1232.49592129102,1210.675,3170.6347600086324,357.727,1319.5620138784689,197.467,24.944396384759443,307.945,81.31383630723614,229.246,629.5448542272427,1036.281,2413.809019379743,360.756
11,323.77,107.5669888952925,306.552,47.92192917652628,1698.565,1136.4980324554015,924.856,1226.8702340769373,297.747,887.6495214841283,231.646,774.4894077287298,341.165,491.53100387971466,241.61,833.68727943996,1429.53,3256.727150238411,353.558
